Dates;Category;Customer
24.11.2015 21:30;SECURITY SYSTEM FAULT;OFFICE OF THE PRIME-MINISTER
24.11.2015 19:10;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
24.11.2015 19:10;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
24.11.2015 17:50;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
24.11.2015 17:00;WEBSITE UNAVAILABILITY;AKIMAT OF THE NUR-SULTAN
24.11.2015 15:40;PHISHING;POLICE DEPARTMENT
24.11.2015 15:13;PHISHING;POLICE DEPARTMENT
24.11.2015 14:57;DDOS;MINISTRY OF DEFENCE
24.11.2015 14:28;SPAM;POLICE DEPARTMENT
24.11.2015 13:00;DDOS;SUPREME COURT
24.11.2015 12:00;SPAM;OFFICE OF THE PRESIDENT
24.11.2015 11:00;PHISHING;AKIMAT OF THE NUR-SULTAN
24.11.2015 9:24;PHISHING;E-GOV DATA CENTER
24.11.2015 9:20;BOTNET;AKIMAT OF THE NUR-SULTAN
24.11.2015 9:20;SPAM;AKIMAT OF THE NUR-SULTAN
24.11.2015 7:00;BOTNET;MINISTRY OF DEFENCE
24.11.2015 7:00;SPAM;MINISTRY OF DEFENCE
24.11.2015 6:50;BOTNET;PARLIAMENT
24.11.2015 6:35;WEBSITE UNAVAILABILITY;SUPREME COURT
24.11.2015 6:35;WEBSITE UNAVAILABILITY;SUPREME COURT
24.11.2015 4:35;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
24.11.2015 4:12;PHISHING;HOUSE OF MINISTRIES
24.11.2015 1:44;UNAUTHORIZED ACCESS;E-GOV DATA CENTER
24.11.2015 1:05;SPAM;HOUSE OF MINISTRIES
24.11.2015 0:27;UNAUTHORIZED ACCESS;HOUSE OF MINISTRIES
24.11.2015 0:01;PHISHING;E-GOV DATA CENTER
23.11.2015 22:03;SECURITY SYSTEM FAULT;SUPREME COURT
23.11.2015 21:00;INTERNAL OFFENER;OFFICE OF THE PRESIDENT
23.11.2015 14:04;PHISHING;E-GOV DATA CENTER
23.11.2015 12:00;DDOS;AKIMAT OF THE NUR-SULTAN
23.11.2015 11:15;SPAM;AKIMAT OF THE NUR-SULTAN
23.11.2015 10:52;NETWORK ATTACK;AKIMAT OF THE NUR-SULTAN
23.11.2015 10:04;SPAM;HOUSE OF MINISTRIES
23.11.2015 9:00;BOTNET;AKIMAT OF THE NUR-SULTAN
23.11.2015 9:00;SPAM;AKIMAT OF THE NUR-SULTAN
23.11.2015 8:25;BOTNET;MINISTRY OF DEFENCE
23.11.2015 7:30;INTERNAL OFFENER;MINISTRY OF DIGITAL DEVELOPMENT
23.11.2015 3:00;INTERNAL OFFENER;SUPREME COURT
23.11.2015 0:39;BOTNET;HOUSE OF MINISTRIES
15.11.2015 23:38;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
15.11.2015 23:00;SPAM;POLICE DEPARTMENT
15.11.2015 20:02;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
15.11.2015 19:00;PHISHING;E-GOV DATA CENTER
15.11.2015 18:26;BOTNET;AKIMAT OF THE NUR-SULTAN
15.11.2015 16:10;INTERNAL OFFENER;OFFICE OF THE PRESIDENT
15.11.2015 12:35;BOTNET;PARLIAMENT
15.11.2015 12:35;MALWARE;PARLIAMENT
15.11.2015 8:20;BOTNET;HOUSE OF MINISTRIES
15.11.2015 7:30;SPAM;MINISTRY OF DEFENCE
15.11.2015 7:30;BOTNET;MINISTRY OF DEFENCE
15.11.2015 3:07;SECURITY SYSTEM FAULT;POLICE DEPARTMENT
15.11.2015 1:42;MALWARE;MINISTRY OF DEFENCE
15.11.2015 1:30;PHISHING;AKIMAT OF THE NUR-SULTAN
15.11.2015 0:34;UNAUTHORIZED ACCESS;PARLIAMENT
14.11.2015 23:20;NETWORK ATTACK;AKIMAT OF THE NUR-SULTAN
14.11.2015 23:13;MALWARE;PARLIAMENT
14.11.2015 21:30;DDOS;HOUSE OF MINISTRIES
14.11.2015 21:30;SPAM;POLICE DEPARTMENT
14.11.2015 21:18;NETWORK ATTACK;AKIMAT OF THE NUR-SULTAN
14.11.2015 17:34;SPAM;AKIMAT OF THE NUR-SULTAN
14.11.2015 15:06;RANSOMWARE;MINISTRY OF DIGITAL DEVELOPMENT
14.11.2015 14:31;RANSOMWARE;OFFICE OF THE PRESIDENT
14.11.2015 12:50;INTERNAL OFFENER;OFFICE OF THE PRESIDENT
14.11.2015 11:05;INTERNAL OFFENER;OFFICE OF THE PRESIDENT
14.11.2015 10:03;PHISHING;POLICE DEPARTMENT
14.11.2015 9:58;SPAM;PARLIAMENT
14.11.2015 7:53;BOTNET;E-GOV DATA CENTER
14.11.2015 7:53;SPAM;E-GOV DATA CENTER
14.11.2015 6:55;BOTNET;HOUSE OF MINISTRIES
14.11.2015 6:55;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
14.11.2015 6:50;BOTNET;HOUSE OF MINISTRIES
14.11.2015 6:40;UNAUTHORIZED ACCESS;OFFICE OF THE PRESIDENT
14.11.2015 6:36;UNAUTHORIZED ACCESS;AKIMAT OF THE NUR-SULTAN
14.11.2015 3:11;MALWARE;MINISTRY OF DEFENCE
14.11.2015 1:23;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
14.11.2015 1:00;SPAM;MINISTRY OF DEFENCE
14.11.2015 0:50;UNAUTHORIZED ACCESS;AKIMAT OF THE NUR-SULTAN
14.11.2015 0:36;UNAUTHORIZED ACCESS;PARLIAMENT
14.11.2015 0:30;PHISHING;MINISTRY OF DIGITAL DEVELOPMENT
13.11.2015 22:22;BOTNET;OFFICE OF THE PRIME-MINISTER
13.11.2015 22:03;MALWARE;AKIMAT OF THE NUR-SULTAN
13.11.2015 21:54;SECURITY SYSTEM FAULT;AKIMAT OF THE NUR-SULTAN
13.11.2015 21:01;UNAUTHORIZED ACCESS;AKIMAT OF THE NUR-SULTAN
13.11.2015 20:03;MALWARE;POLICE DEPARTMENT
13.11.2015 19:12;MALWARE;PARLIAMENT
13.11.2015 17:22;UNAUTHORIZED ACCESS;HOUSE OF MINISTRIES
13.11.2015 15:26;INTERNAL OFFENER;HOUSE OF MINISTRIES
13.11.2015 14:45;BOTNET;HOUSE OF MINISTRIES
13.11.2015 12:32;MALWARE;AKIMAT OF THE NUR-SULTAN
13.11.2015 11:00;SPAM;MINISTRY OF DIGITAL DEVELOPMENT
13.11.2015 7:45;MALWARE;AKIMAT OF THE NUR-SULTAN
13.11.2015 1:24;UNAUTHORIZED ACCESS;MINISTRY OF DIGITAL DEVELOPMENT
13.11.2015 1:10;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
13.11.2015 1:10;BOTNET;HOUSE OF MINISTRIES
13.11.2015 0:18;MALWARE;E-GOV DATA CENTER
12.11.2015 21:57;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
12.11.2015 20:01;WEBSITE UNAVAILABILITY;POLICE DEPARTMENT
12.11.2015 19:20;MALWARE;SUPREME COURT
12.11.2015 16:50;PHISHING;POLICE DEPARTMENT
12.11.2015 15:20;BOTNET;AKIMAT OF THE NUR-SULTAN
12.11.2015 14:50;BOTNET;SUPREME COURT
12.11.2015 11:16;SPAM;AKIMAT OF THE NUR-SULTAN
12.11.2015 9:00;WEBSITE UNAVAILABILITY;POLICE DEPARTMENT
12.11.2015 6:45;INTERNAL OFFENER;OFFICE OF THE PRIME-MINISTER
12.11.2015 3:39;UNAUTHORIZED ACCESS;PARLIAMENT
11.11.2015 23:57;UNAUTHORIZED ACCESS;OFFICE OF THE PRESIDENT
11.11.2015 23:29;NETWORK ATTACK;HOUSE OF MINISTRIES
11.11.2015 23:00;BOTNET;PARLIAMENT
11.11.2015 23:00;MALWARE;PARLIAMENT
11.11.2015 22:49;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
11.11.2015 22:45;MALWARE;OFFICE OF THE PRESIDENT
11.11.2015 22:20;DDOS;HOUSE OF MINISTRIES
11.11.2015 21:25;MALWARE;MINISTRY OF DEFENCE
11.11.2015 15:40;DDOS;MINISTRY OF DEFENCE
11.11.2015 12:20;SPAM;MINISTRY OF DEFENCE
11.11.2015 7:51;SPAM;AKIMAT OF THE NUR-SULTAN
11.11.2015 6:30;BOTNET;HOUSE OF MINISTRIES
11.11.2015 4:25;PHISHING;E-GOV DATA CENTER
11.11.2015 2:20;MALWARE;MINISTRY OF DEFENCE
11.11.2015 2:09;MALWARE;AKIMAT OF THE NUR-SULTAN
11.11.2015 0:30;SPAM;AKIMAT OF THE NUR-SULTAN
10.11.2015 20:29;MALWARE;MINISTRY OF DEFENCE
10.11.2015 19:15;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
10.11.2015 19:15;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
10.11.2015 18:30;INTERNAL OFFENER;HOUSE OF MINISTRIES
10.11.2015 18:15;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
10.11.2015 18:15;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
10.11.2015 17:00;RANSOMWARE;MINISTRY OF DIGITAL DEVELOPMENT
10.11.2015 15:15;SPAM;SUPREME COURT
10.11.2015 14:07;UNAUTHORIZED ACCESS;OFFICE OF THE PRESIDENT
10.11.2015 13:00;SPAM;MINISTRY OF DEFENCE
10.11.2015 12:10;BOTNET;HOUSE OF MINISTRIES
10.11.2015 12:00;SPAM;PARLIAMENT
10.11.2015 9:26;NETWORK ATTACK;OFFICE OF THE PRIME-MINISTER
10.11.2015 8:48;SPAM;PARLIAMENT
10.11.2015 6:15;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
10.11.2015 3:54;PHISHING;AKIMAT OF THE NUR-SULTAN
10.11.2015 2:15;UNAUTHORIZED ACCESS;MINISTRY OF DEFENCE
10.11.2015 1:46;WEBSITE UNAVAILABILITY;POLICE DEPARTMENT
10.11.2015 0:34;UNAUTHORIZED ACCESS;MINISTRY OF DIGITAL DEVELOPMENT
10.11.2015 0:30;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
09.11.2015 23:02;UNAUTHORIZED ACCESS;HOUSE OF MINISTRIES
09.11.2015 20:26;PHISHING;POLICE DEPARTMENT
09.11.2015 20:00;INTERNAL OFFENER;OFFICE OF THE PRIME-MINISTER
09.11.2015 19:45;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
09.11.2015 19:45;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
09.11.2015 19:15;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
09.11.2015 19:15;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
09.11.2015 18:20;NETWORK ATTACK;E-GOV DATA CENTER
09.11.2015 18:10;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
09.11.2015 18:10;NETWORK ATTACK;E-GOV DATA CENTER
09.11.2015 18:10;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
09.11.2015 18:08;UNAUTHORIZED ACCESS;E-GOV DATA CENTER
09.11.2015 18:05;PHISHING;SUPREME COURT
09.11.2015 17:55;SPAM;MINISTRY OF DIGITAL DEVELOPMENT
09.11.2015 17:45;NETWORK ATTACK;E-GOV DATA CENTER
09.11.2015 17:40;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
09.11.2015 17:30;SPAM;E-GOV DATA CENTER
09.11.2015 14:22;MALWARE;AKIMAT OF THE NUR-SULTAN
09.11.2015 13:34;SPAM;MINISTRY OF DIGITAL DEVELOPMENT
09.11.2015 7:30;INTERNAL OFFENER;PARLIAMENT
09.11.2015 7:15;SPAM;HOUSE OF MINISTRIES
09.11.2015 5:45;SPAM;OFFICE OF THE PRESIDENT
01.11.2015 22:58;MALWARE;MINISTRY OF DEFENCE
01.11.2015 21:00;SPAM;POLICE DEPARTMENT
01.11.2015 18:11;INTERNAL OFFENER;HOUSE OF MINISTRIES
01.11.2015 17:54;DDOS;MINISTRY OF DIGITAL DEVELOPMENT
01.11.2015 16:05;UNAUTHORIZED ACCESS;PARLIAMENT
01.11.2015 14:00;PHISHING;MINISTRY OF DIGITAL DEVELOPMENT
01.11.2015 13:45;MALWARE;PARLIAMENT
01.11.2015 13:45;BOTNET;PARLIAMENT
01.11.2015 13:40;SPAM;E-GOV DATA CENTER
01.11.2015 13:40;BOTNET;E-GOV DATA CENTER
01.11.2015 12:55;BOTNET;POLICE DEPARTMENT
01.11.2015 7:52;MALWARE;HOUSE OF MINISTRIES
01.11.2015 7:01;DDOS;MINISTRY OF DIGITAL DEVELOPMENT
01.11.2015 6:57;MALWARE;MINISTRY OF DEFENCE
01.11.2015 6:31;BOTNET;MINISTRY OF DEFENCE
01.11.2015 6:31;SPAM;MINISTRY OF DEFENCE
01.11.2015 1:59;UNAUTHORIZED ACCESS;E-GOV DATA CENTER
01.11.2015 1:50;BOTNET;E-GOV DATA CENTER
01.11.2015 1:25;BOTNET;OFFICE OF THE PRESIDENT
01.11.2015 1:13;MALWARE;AKIMAT OF THE NUR-SULTAN
01.11.2015 1:10;BOTNET;PARLIAMENT
01.11.2015 1:01;UNAUTHORIZED ACCESS;AKIMAT OF THE NUR-SULTAN
01.11.2015 0:56;MALWARE;AKIMAT OF THE NUR-SULTAN
01.11.2015 0:30;BOTNET;MINISTRY OF DIGITAL DEVELOPMENT
01.11.2015 0:20;MALWARE;AKIMAT OF THE NUR-SULTAN
01.11.2015 0:15;SPAM;POLICE DEPARTMENT
01.11.2015 0:10;UNAUTHORIZED ACCESS;HOUSE OF MINISTRIES
31.10.2015 22:40;UNAUTHORIZED ACCESS;HOUSE OF MINISTRIES
31.10.2015 22:30;MALWARE;AKIMAT OF THE NUR-SULTAN
31.10.2015 21:50;SPAM;OFFICE OF THE PRIME-MINISTER
31.10.2015 19:40;DDOS;E-GOV DATA CENTER
31.10.2015 18:34;NETWORK ATTACK;HOUSE OF MINISTRIES
31.10.2015 16:15;SPAM;MINISTRY OF DIGITAL DEVELOPMENT
31.10.2015 13:30;DDOS;MINISTRY OF DEFENCE
31.10.2015 10:00;RANSOMWARE;AKIMAT OF THE NUR-SULTAN
31.10.2015 7:08;SPAM;MINISTRY OF DEFENCE
31.10.2015 7:07;SPAM;MINISTRY OF DIGITAL DEVELOPMENT
31.10.2015 6:16;SPAM;MINISTRY OF DIGITAL DEVELOPMENT
31.10.2015 3:50;DDOS;HOUSE OF MINISTRIES
31.10.2015 3:48;UNAUTHORIZED ACCESS;POLICE DEPARTMENT
31.10.2015 2:15;BOTNET;HOUSE OF MINISTRIES
31.10.2015 0:01;BOTNET;HOUSE OF MINISTRIES
31.10.2015 0:01;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
30.10.2015 23:02;UNAUTHORIZED ACCESS;SUPREME COURT
30.10.2015 23:00;SPAM;HOUSE OF MINISTRIES
30.10.2015 23:00;MALWARE;HOUSE OF MINISTRIES
30.10.2015 21:58;MALWARE;OFFICE OF THE PRIME-MINISTER
30.10.2015 20:50;PHISHING;HOUSE OF MINISTRIES
30.10.2015 18:55;MALWARE;MINISTRY OF DEFENCE
30.10.2015 18:50;MALWARE;MINISTRY OF DEFENCE
30.10.2015 17:13;SPAM;AKIMAT OF THE NUR-SULTAN
30.10.2015 15:06;PHISHING;E-GOV DATA CENTER
30.10.2015 8:29;SPAM;MINISTRY OF DEFENCE
30.10.2015 8:29;BOTNET;MINISTRY OF DEFENCE
30.10.2015 8:02;PHISHING;E-GOV DATA CENTER
30.10.2015 5:20;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
30.10.2015 4:45;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
30.10.2015 3:25;UNAUTHORIZED ACCESS;HOUSE OF MINISTRIES
30.10.2015 0:04;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
30.10.2015 0:01;SPAM;AKIMAT OF THE NUR-SULTAN
29.10.2015 20:45;SECURITY SYSTEM FAULT;MINISTRY OF DEFENCE
29.10.2015 19:25;WEBSITE UNAVAILABILITY;POLICE DEPARTMENT
29.10.2015 19:25;WEBSITE UNAVAILABILITY;POLICE DEPARTMENT
29.10.2015 19:15;WEBSITE UNAVAILABILITY;POLICE DEPARTMENT
29.10.2015 19:15;WEBSITE UNAVAILABILITY;POLICE DEPARTMENT
29.10.2015 19:00;DDOS;E-GOV DATA CENTER
29.10.2015 18:50;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
29.10.2015 18:50;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
29.10.2015 18:27;MALWARE;MINISTRY OF DEFENCE
29.10.2015 18:20;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
29.10.2015 18:20;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
29.10.2015 17:00;SPAM;HOUSE OF MINISTRIES
29.10.2015 16:33;MALWARE;OFFICE OF THE PRESIDENT
29.10.2015 16:30;SPAM;HOUSE OF MINISTRIES
29.10.2015 16:10;BOTNET;HOUSE OF MINISTRIES
29.10.2015 15:45;SPAM;E-GOV DATA CENTER
29.10.2015 15:30;SPAM;HOUSE OF MINISTRIES
29.10.2015 13:00;RANSOMWARE;SUPREME COURT
29.10.2015 12:56;SPAM;SUPREME COURT
29.10.2015 12:00;SPAM;MINISTRY OF DIGITAL DEVELOPMENT
29.10.2015 11:30;SPAM;AKIMAT OF THE NUR-SULTAN
29.10.2015 11:00;BOTNET;HOUSE OF MINISTRIES
29.10.2015 10:30;PHISHING;AKIMAT OF THE NUR-SULTAN
29.10.2015 8:30;INTERNAL OFFENER;PARLIAMENT
29.10.2015 8:06;PHISHING;MINISTRY OF DIGITAL DEVELOPMENT
29.10.2015 5:00;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
29.10.2015 1:45;SECURITY SYSTEM FAULT;SUPREME COURT
28.10.2015 23:37;PHISHING;POLICE DEPARTMENT
28.10.2015 23:35;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
28.10.2015 23:35;BOTNET;HOUSE OF MINISTRIES
28.10.2015 23:30;BOTNET;HOUSE OF MINISTRIES
28.10.2015 22:00;INTERNAL OFFENER;SUPREME COURT
28.10.2015 20:30;MALWARE;E-GOV DATA CENTER
28.10.2015 19:40;MALWARE;POLICE DEPARTMENT
28.10.2015 18:27;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
28.10.2015 18:27;BOTNET;HOUSE OF MINISTRIES
28.10.2015 15:30;DDOS;SUPREME COURT
28.10.2015 14:45;SPAM;MINISTRY OF DIGITAL DEVELOPMENT
28.10.2015 14:45;DDOS;MINISTRY OF DIGITAL DEVELOPMENT
28.10.2015 12:20;PHISHING;AKIMAT OF THE NUR-SULTAN
28.10.2015 1:40;WEBSITE UNAVAILABILITY;POLICE DEPARTMENT
28.10.2015 1:40;WEBSITE UNAVAILABILITY;POLICE DEPARTMENT
28.10.2015 0:40;PHISHING;MINISTRY OF DIGITAL DEVELOPMENT
27.10.2015 21:00;PHISHING;PARLIAMENT
27.10.2015 20:35;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
27.10.2015 20:35;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
27.10.2015 20:05;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
27.10.2015 20:05;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
27.10.2015 19:50;SPAM;HOUSE OF MINISTRIES
27.10.2015 19:20;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
27.10.2015 19:15;INTERNAL OFFENER;MINISTRY OF DIGITAL DEVELOPMENT
27.10.2015 18:35;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
27.10.2015 18:31;PHISHING;SUPREME COURT
27.10.2015 14:45;SPAM;HOUSE OF MINISTRIES
27.10.2015 14:10;PHISHING;AKIMAT OF THE NUR-SULTAN
27.10.2015 14:06;BOTNET;PARLIAMENT
27.10.2015 12:27;PHISHING;AKIMAT OF THE NUR-SULTAN
27.10.2015 12:10;PHISHING;AKIMAT OF THE NUR-SULTAN
27.10.2015 12:00;INTERNAL OFFENER;MINISTRY OF DIGITAL DEVELOPMENT
27.10.2015 10:47;PHISHING;AKIMAT OF THE NUR-SULTAN
27.10.2015 8:38;SPAM;HOUSE OF MINISTRIES
27.10.2015 8:37;BOTNET;PARLIAMENT
27.10.2015 8:00;DDOS;SUPREME COURT
27.10.2015 8:00;RANSOMWARE;E-GOV DATA CENTER
27.10.2015 8:00;SPAM;SUPREME COURT
27.10.2015 7:05;SPAM;HOUSE OF MINISTRIES
27.10.2015 7:02;BOTNET;MINISTRY OF DEFENCE
27.10.2015 7:02;SPAM;MINISTRY OF DEFENCE
27.10.2015 3:30;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
27.10.2015 3:19;UNAUTHORIZED ACCESS;OFFICE OF THE PRESIDENT
27.10.2015 3:00;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
27.10.2015 2:30;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
27.10.2015 2:00;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
27.10.2015 1:30;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
27.10.2015 1:00;WEBSITE UNAVAILABILITY;OFFICE OF THE PRESIDENT
26.10.2015 23:49;MALWARE;MINISTRY OF DEFENCE
26.10.2015 23:40;MALWARE;E-GOV DATA CENTER
26.10.2015 17:48;MALWARE;MINISTRY OF DEFENCE
26.10.2015 17:33;NETWORK ATTACK;HOUSE OF MINISTRIES
26.10.2015 16:30;PHISHING;AKIMAT OF THE NUR-SULTAN
26.10.2015 15:41;MALWARE;OFFICE OF THE PRESIDENT
26.10.2015 15:00;INTERNAL OFFENER;OFFICE OF THE PRIME-MINISTER
26.10.2015 12:30;MALWARE;PARLIAMENT
26.10.2015 10:30;SECURITY SYSTEM FAULT;MINISTRY OF DIGITAL DEVELOPMENT
26.10.2015 9:50;WEBSITE UNAVAILABILITY;MINISTRY OF DIGITAL DEVELOPMENT
26.10.2015 9:30;BOTNET;POLICE DEPARTMENT
26.10.2015 9:00;RANSOMWARE;E-GOV DATA CENTER
26.10.2015 8:36;PHISHING;MINISTRY OF DEFENCE
26.10.2015 8:30;DDOS;AKIMAT OF THE NUR-SULTAN
26.10.2015 7:24;SPAM;HOUSE OF MINISTRIES
26.10.2015 7:24;SPAM;MINISTRY OF DEFENCE
26.10.2015 7:24;BOTNET;MINISTRY OF DEFENCE
26.10.2015 7:05;SPAM;MINISTRY OF DEFENCE
26.10.2015 7:05;BOTNET;MINISTRY OF DEFENCE
26.10.2015 6:26;NETWORK ATTACK;PARLIAMENT
26.10.2015 4:15;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
26.10.2015 1:24;WEBSITE UNAVAILABILITY;E-GOV DATA CENTER
26.10.2015 0:01;PHISHING;AKIMAT OF THE NUR-SULTAN
18.10.2015 22:04;NETWORK ATTACK;OFFICE OF THE PRIME-MINISTER
18.10.2015 13:30;DDOS;MINISTRY OF DEFENCE
18.10.2015 11:34;SPAM;HOUSE OF MINISTRIES
18.10.2015 10:00;DDOS;E-GOV DATA CENTER
18.10.2015 9:16;BOTNET;E-GOV DATA CENTER
18.10.2015 8:32;SPAM;HOUSE OF MINISTRIES
18.10.2015 4:00;UNAUTHORIZED ACCESS;OFFICE OF THE PRESIDENT
18.10.2015 2:00;BOTNET;E-GOV DATA CENTER
18.10.2015 1:11;UNAUTHORIZED ACCESS;AKIMAT OF THE NUR-SULTAN
18.10.2015 0:17;MALWARE;MINISTRY OF DEFENCE
17.10.2015 23:00;DDOS;AKIMAT OF THE NUR-SULTAN
17.10.2015 21:45;MALWARE;HOUSE OF MINISTRIES
17.10.2015 20:00;SECURITY SYSTEM FAULT;POLICE DEPARTMENT
17.10.2015 19:39;MALWARE;AKIMAT OF THE NUR-SULTAN
17.10.2015 19:00;DDOS;SUPREME COURT
17.10.2015 15:23;SPAM;SUPREME COURT
17.10.2015 14:00;INTERNAL OFFENER;SUPREME COURT
17.10.2015 12:00;RANSOMWARE;OFFICE OF THE PRESIDENT
17.10.2015 11:00;SPAM;HOUSE OF MINISTRIES
17.10.2015 10:30;BOTNET;POLICE DEPARTMENT
17.10.2015 10:30;BOTNET;POLICE DEPARTMENT
17.10.2015 4:20;SPAM;POLICE DEPARTMENT
17.10.2015 3:10;MALWARE;MINISTRY OF DEFENCE
17.10.2015 2:56;MALWARE;MINISTRY OF DEFENCE
17.10.2015 2:22;MALWARE;AKIMAT OF THE NUR-SULTAN
17.10.2015 2:09;UNAUTHORIZED ACCESS;AKIMAT OF THE NUR-SULTAN
17.10.2015 1:42;UNAUTHORIZED ACCESS;E-GOV DATA CENTER
17.10.2015 0:30;UNAUTHORIZED ACCESS;AKIMAT OF THE NUR-SULTAN
17.10.2015 0:30;MALWARE;AKIMAT OF THE NUR-SULTAN
16.10.2015 22:07;UNAUTHORIZED ACCESS;HOUSE OF MINISTRIES
16.10.2015 21:20;SPAM;HOUSE OF MINISTRIES
16.10.2015 21:20;BOTNET;HOUSE OF MINISTRIES
16.10.2015 20:28;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
16.10.2015 20:28;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
16.10.2015 15:20;UNAUTHORIZED ACCESS;HOUSE OF MINISTRIES
16.10.2015 14:30;BOTNET;E-GOV DATA CENTER
16.10.2015 13:45;PHISHING;SUPREME COURT
16.10.2015 12:24;PHISHING;SUPREME COURT
16.10.2015 12:00;RANSOMWARE;HOUSE OF MINISTRIES
16.10.2015 10:40;MALWARE;PARLIAMENT
16.10.2015 7:31;SPAM;SUPREME COURT
16.10.2015 7:00;INTERNAL OFFENER;PARLIAMENT
16.10.2015 6:33;SPAM;MINISTRY OF DEFENCE
16.10.2015 6:33;BOTNET;MINISTRY OF DEFENCE
16.10.2015 6:02;SECURITY SYSTEM FAULT;SUPREME COURT
15.10.2015 23:16;UNAUTHORIZED ACCESS;POLICE DEPARTMENT
15.10.2015 22:20;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
15.10.2015 22:05;BOTNET;E-GOV DATA CENTER
15.10.2015 19:40;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
15.10.2015 19:25;PHISHING;OFFICE OF THE PRESIDENT
15.10.2015 19:00;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
15.10.2015 18:20;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
15.10.2015 18:20;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
15.10.2015 17:45;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
15.10.2015 17:45;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
15.10.2015 16:15;BOTNET;PARLIAMENT
15.10.2015 16:15;MALWARE;PARLIAMENT
15.10.2015 10:00;DDOS;HOUSE OF MINISTRIES
15.10.2015 9:30;SPAM;MINISTRY OF DIGITAL DEVELOPMENT
15.10.2015 7:42;SPAM;MINISTRY OF DEFENCE
15.10.2015 7:42;BOTNET;MINISTRY OF DEFENCE
15.10.2015 6:56;SPAM;MINISTRY OF DEFENCE
15.10.2015 6:56;BOTNET;MINISTRY OF DEFENCE
15.10.2015 2:29;MALWARE;MINISTRY OF DEFENCE
15.10.2015 2:04;SPAM;POLICE DEPARTMENT
15.10.2015 0:45;BOTNET;OFFICE OF THE PRIME-MINISTER
15.10.2015 0:01;RANSOMWARE;POLICE DEPARTMENT
14.10.2015 20:30;INTERNAL OFFENER;HOUSE OF MINISTRIES
14.10.2015 20:18;WEBSITE UNAVAILABILITY;HOUSE OF MINISTRIES
14.10.2015 20:18;BOTNET;HOUSE OF MINISTRIES
